TimeStamp,Latitude,Longitude,Altitude,TEC
10/21/2011 0:00:00,33.0501,-117.5977,1,5
10/21/2011 0:00:00,33.2341,-117.6814,1,5
10/21/2011 0:00:00,33.4578,-118.0591,1,5
10/21/2011 0:00:00,33.5403,-118.629,1,5
10/21/2011 0:00:00,33.7928,-118.7073,1,5
10/21/2011 0:00:00,33.9582,-119.3706,1,5
10/21/2011 0:00:00,34.1925,-120.005,1,5
10/21/2011 0:00:00,34.2561,-120.7164,1,5
10/21/2011 0:00:00,34.536,-120.9128,1,5
10/21/2011 0:00:00,34.9749,-120.8427,1,5
10/21/2011 0:00:00,35.2131,-121.1325,1,5
10/21/2011 0:00:00,35.5255,-121.322,1,5
10/21/2011 0:00:00,35.9691,-121.8013,1,5
10/21/2011 0:00:00,36.2808,-122.1446,1,5
10/21/2011 0:00:00,36.7268,-122.1721,1,5
10/21/2011 0:00:00,37.2227,-122.6871,1,5
10/21/2011 0:00:00,37.7783,-122.8903,1,5
10/21/2011 0:00:00,37.8965,-123.2378,1,5
10/21/2011 0:00:00,38.3449,-123.3202,1,5
10/21/2011 0:00:00,38.7423,-123.8338,1,5
10/21/2011 0:00:00,38.9946,-123.9793,1,5
10/21/2011 0:00:00,39.3088,-124.0329,1,5
10/21/2011 0:00:00,39.7642,-124.0823,1,5
10/21/2011 0:00:00,40.1663,-124.5314,1,5
10/21/2011 0:00:00,40.4658,-124.6509,1,5
10/21/2011 0:00:00,41.011,-124.3144,1,5
10/21/2011 0:00:00,41.2386,-124.3419,1,5
10/21/2011 0:00:00,41.717,-124.4545,1,5
10/21/2011 0:00:00,41.9983,-124.4009,1,5
10/21/2011 0:00:00,37.0004,-109.0448,1,5
10/21/2011 0:00:00,36.9949,-102.0424,1,5
10/21/2011 0:00:00,41.0006,-102.0534,1,5
10/21/2011 0:00:00,40.9996,-109.0489,1,5
10/21/2011 0:00:00,37.0004,-109.0448,1,5
10/21/2011 0:00:00,42.0498,-73.4875,1,5
10/21/2011 0:00:00,42.0511,-73.4247,1,5
10/21/2011 0:00:00,42.0371,-72.8146,1,5
10/21/2011 0:00:00,41.9983,-72.8174,1,5
10/21/2011 0:00:00,42.0044,-72.7638,1,5
10/21/2011 0:00:00,42.036,-72.7563,1,5
10/21/2011 0:00:00,42.0368,-72.6945,1,5
10/21/2011 0:00:00,42.0309,-72.6086,1,5
10/21/2011 0:00:00,42.0269,-72.6059,1,5
10/21/2011 0:00:00,42.0269,-72.5784,1,5
10/21/2011 0:00:00,42.035,-72.5729,1,5
10/21/2011 0:00:00,42.035,-72.4026,1,5
10/21/2011 0:00:00,42.0248,-71.7984,1,5
10/21/2011 0:00:00,41.6832,-71.7874,1,5
10/21/2011 0:00:00,41.4165,-71.7984,1,5
10/21/2011 0:00:00,41.3892,-71.8341,1,5
10/21/2011 0:00:00,41.3273,-71.8526,1,5
10/21/2011 0:00:00,41.3309,-71.8938,1,5
10/21/2011 0:00:00,41.3103,-71.9302,1,5
10/21/2011 0:00:00,41.2907,-72.0195,1,5
10/21/2011 0:00:00,41.2618,-72.0827,1,5
10/21/2011 0:00:00,41.1962,-72.4322,1,5
10/21/2011 0:00:00,41.0866,-73.0007,1,5
10/21/2011 0:00:00,41.0255,-73.2493,1,5
10/21/2011 0:00:00,40.9509,-73.6132,1,5
10/21/2011 0:00:00,40.983,-73.6606,1,5
10/21/2011 0:00:00,41.0338,-73.6723,1,5
10/21/2011 0:00:00,41.1011,-73.7272,1,5
10/21/2011 0:00:00,41.2153,-73.4834,1,5
10/21/2011 0:00:00,41.2953,-73.5507,1,5
10/21/2011 0:00:00,41.4906,-73.5329,1,5
10/21/2011 0:00:00,42.0493,-73.4875,1,5
10/21/2011 0:00:00,39.7188,-75.7919,1,5
10/21/2011 0:00:00,39.521,-75.7837,1,5
10/21/2011 0:00:00,38.9081,-75.7288,1,5
10/21/2011 0:00:00,38.5911,-75.7068,1,5
10/21/2011 0:00:00,38.46,-75.6944,1,5
10/21/2011 0:00:00,38.4482,-74.8608,1,5
10/21/2011 0:00:00,38.8654,-74.8526,1,5
10/21/2011 0:00:00,38.8451,-75.0504,1,5
10/21/2011 0:00:00,39.0565,-75.1678,1,5
10/21/2011 0:00:00,39.2525,-75.3236,1,5
10/21/2011 0:00:00,39.3662,-75.461,1,5
10/21/2011 0:00:00,39.4542,-75.5592,1,5
10/21/2011 0:00:00,39.4908,-75.5578,1,5
10/21/2011 0:00:00,39.5713,-75.5118,1,5
10/21/2011 0:00:00,39.6284,-75.5557,1,5
10/21/2011 0:00:00,39.8106,-75.3937,1,5
10/21/2011 0:00:00,39.8249,-75.4692,1,5
10/21/2011 0:00:00,39.8296,-75.6477,1,5
10/21/2011 0:00:00,39.7199,-75.7906,1,5
10/21/2011 0:00:00,30.9988,-87.605,1,5
10/21/2011 0:00:00,30.9964,-86.5613,1,5
10/21/2011 0:00:00,31.0035,-85.5313,1,5
10/21/2011 0:00:00,31.0012,-85.1193,1,5
10/21/2011 0:00:00,31.0023,-85.0012,1,5
10/21/2011 0:00:00,30.9364,-84.9847,1,5
10/21/2011 0:00:00,30.8845,-84.9367,1,5
10/21/2011 0:00:00,30.8409,-84.9271,1,5
10/21/2011 0:00:00,30.7902,-84.9257,1,5
10/21/2011 0:00:00,30.7489,-84.9147,1,5
10/21/2011 0:00:00,30.6993,-84.8611,1,5
10/21/2011 0:00:00,30.6911,-84.4272,1,5
10/21/2011 0:00:00,30.6509,-83.5991,1,5
10/21/2011 0:00:00,30.5895,-82.5595,1,5
10/21/2011 0:00:00,30.5682,-82.2134,1,5
10/21/2011 0:00:00,30.5315,-82.2134,1,5
10/21/2011 0:00:00,30.3883,-82.1997,1,5
10/21/2011 0:00:00,30.3598,-82.1544,1,5
10/21/2011 0:00:00,30.3598,-82.0638,1,5
10/21/2011 0:00:00,30.4877,-82.0226,1,5
10/21/2011 0:00:00,30.6308,-82.0473,1,5
10/21/2011 0:00:00,30.6757,-82.0514,1,5
10/21/2011 0:00:00,30.7111,-82.0377,1,5
10/21/2011 0:00:00,30.7371,-82.0514,1,5
10/21/2011 0:00:00,30.7678,-82.0102,1,5
10/21/2011 0:00:00,30.7914,-82.0322,1,5
